Episode,Reward,Epsilon
0,-3.9000000000000057,1.0
1,-4.600000000000003,0.7705488893118823
2,-5.999999999999998,0.6305556603555866
3,-2.70000000000001,0.43732904629000013
4,-4.900000000000002,0.3386767948568688
5,-7.8,0.3033145315372582
6,-6.799999999999999,0.2583638820072446
7,-5.999999999999998,0.21142436319205632
8,-6.699999999999999,0.17919120740315364
9,-4.200000000000005,0.13398475271138335
10,-4.5000000000000036,0.10170090558064004
11,-7.8,0.09108200798387568
12,-5.799999999999999,0.07379076075438468
13,-7.5,0.06509970288011008
14,-7.8,0.05830244700006734
15,-8.0,0.052741004581916356
16,-5.799999999999999,0.04272851397543923
17,-4.300000000000004,0.032109488810599975
18,-6.799999999999999,0.027350922279685573
19,-3.500000000000007,0.019745685882295267
20,-7.199999999999999,0.017160047465104442
21,-7.3999999999999995,0.01506324653745902
22,-7.6,0.01335588042198471
23,-7.3999999999999995,0.011723913930325095
24,-4.700000000000003,0.00998645168764533
25,-6.199999999999998,0.00998645168764533
26,18.90000000000014,0.00998645168764533
27,-6.899999999999999,0.00998645168764533
28,0.699999999999978,0.00998645168764533
29,-3.500000000000007,0.00998645168764533
30,-7.199999999999999,0.00998645168764533
31,-7.1,0.00998645168764533
32,-7.9,0.00998645168764533
33,4.299999999999965,0.00998645168764533
34,-8.8,0.00998645168764533
35,-3.1000000000000085,0.00998645168764533
36,-8.4,0.00998645168764533
37,-8.0,0.00998645168764533
38,-5.799999999999999,0.00998645168764533
39,-8.4,0.00998645168764533
40,-7.5,0.00998645168764533
41,-5.4,0.00998645168764533
42,-7.6,0.00998645168764533
43,-6.999999999999999,0.00998645168764533
44,-2.400000000000011,0.00998645168764533
45,-7.1,0.00998645168764533
46,-3.500000000000007,0.00998645168764533
47,-7.6,0.00998645168764533
48,-7.299999999999999,0.00998645168764533
49,-5.300000000000001,0.00998645168764533
50,-5.699999999999999,0.00998645168764533
51,-2.6000000000000103,0.00998645168764533
52,-6.299999999999999,0.00998645168764533
53,-3.9000000000000057,0.00998645168764533
54,-4.8000000000000025,0.00998645168764533
55,-5.000000000000002,0.00998645168764533
56,-2.6000000000000103,0.00998645168764533
57,2.5999999999999712,0.00998645168764533
58,-8.0,0.00998645168764533
59,-6.299999999999999,0.00998645168764533
60,-8.3,0.00998645168764533
61,-6.299999999999999,0.00998645168764533
62,-7.299999999999999,0.00998645168764533
63,-7.3999999999999995,0.00998645168764533
64,-5.999999999999998,0.00998645168764533
65,-3.6000000000000068,0.00998645168764533
66,-7.8,0.00998645168764533
67,-7.1,0.00998645168764533
68,-6.299999999999999,0.00998645168764533
69,-5.999999999999998,0.00998645168764533
70,-3.9000000000000057,0.00998645168764533
71,-6.799999999999999,0.00998645168764533
72,-4.5000000000000036,0.00998645168764533
73,-5.300000000000001,0.00998645168764533
74,-7.1,0.00998645168764533
75,-6.999999999999999,0.00998645168764533
76,-5.300000000000001,0.00998645168764533
77,-6.699999999999999,0.00998645168764533
78,-2.70000000000001,0.00998645168764533
79,2.89999999999997,0.00998645168764533
80,-6.399999999999999,0.00998645168764533
81,-7.1,0.00998645168764533
82,-6.999999999999999,0.00998645168764533
83,-4.300000000000004,0.00998645168764533
84,-5.300000000000001,0.00998645168764533
85,-3.800000000000006,0.00998645168764533
86,-5.6,0.00998645168764533
87,-4.8000000000000025,0.00998645168764533
88,-7.299999999999999,0.00998645168764533
89,-6.399999999999999,0.00998645168764533
90,0.5999999999999783,0.00998645168764533
91,-3.6000000000000068,0.00998645168764533
92,-6.799999999999999,0.00998645168764533
93,7.299999999999974,0.00998645168764533
94,2.7999999999999705,0.00998645168764533
95,-1.7000000000000135,0.00998645168764533
96,-6.399999999999999,0.00998645168764533
97,-4.400000000000004,0.00998645168764533
98,-8.4,0.00998645168764533
99,-4.300000000000004,0.00998645168764533
100,-3.9000000000000057,0.00998645168764533
101,-6.399999999999999,0.00998645168764533
102,-5.6,0.00998645168764533
103,4.699999999999964,0.00998645168764533
104,-6.399999999999999,0.00998645168764533
105,-7.199999999999999,0.00998645168764533
106,-6.199999999999998,0.00998645168764533
107,-6.299999999999999,0.00998645168764533
108,-7.8,0.00998645168764533
109,-5.799999999999999,0.00998645168764533
110,-7.5,0.00998645168764533
111,-2.2000000000000117,0.00998645168764533
112,-6.999999999999999,0.00998645168764533
113,-7.199999999999999,0.00998645168764533
114,-7.1,0.00998645168764533
115,-8.1,0.00998645168764533
116,-2.2000000000000117,0.00998645168764533
117,-6.299999999999999,0.00998645168764533
118,9.400000000000004,0.00998645168764533
119,-3.1000000000000085,0.00998645168764533
120,-4.300000000000004,0.00998645168764533
121,-7.3999999999999995,0.00998645168764533
122,-5.6,0.00998645168764533
123,-7.6,0.00998645168764533
124,-3.300000000000008,0.00998645168764533
125,-7.9,0.00998645168764533
126,-2.3000000000000114,0.00998645168764533
127,-4.200000000000005,0.00998645168764533
128,-6.899999999999999,0.00998645168764533
129,-6.699999999999999,0.00998645168764533
130,-7.6,0.00998645168764533
131,-5.799999999999999,0.00998645168764533
132,-7.8,0.00998645168764533
133,-5.6,0.00998645168764533
134,-6.599999999999999,0.00998645168764533
135,-7.1,0.00998645168764533
136,-4.400000000000004,0.00998645168764533
137,-4.600000000000003,0.00998645168764533
138,-5.799999999999999,0.00998645168764533
139,-6.499999999999998,0.00998645168764533
140,-5.4,0.00998645168764533
141,-6.899999999999999,0.00998645168764533
142,-5.799999999999999,0.00998645168764533
143,-3.500000000000007,0.00998645168764533
144,-5.999999999999998,0.00998645168764533
145,0.5999999999999783,0.00998645168764533
146,-5.5,0.00998645168764533
147,-1.7000000000000135,0.00998645168764533
148,1.4999999999999751,0.00998645168764533
149,-3.6000000000000068,0.00998645168764533
150,-7.8,0.00998645168764533
151,-3.000000000000009,0.00998645168764533
152,-6.599999999999999,0.00998645168764533
153,8.199999999999987,0.00998645168764533
154,2.99999999999997,0.00998645168764533
155,-6.999999999999999,0.00998645168764533
156,-6.199999999999998,0.00998645168764533
157,-6.299999999999999,0.00998645168764533
158,-7.1,0.00998645168764533
159,-8.0,0.00998645168764533
160,-6.099999999999998,0.00998645168764533
161,2.399999999999972,0.00998645168764533
162,-5.200000000000001,0.00998645168764533
163,3.3999999999999684,0.00998645168764533
164,-5.799999999999999,0.00998645168764533
165,-7.699999999999999,0.00998645168764533
166,-8.700000000000001,0.00998645168764533
167,-1.300000000000015,0.00998645168764533
168,0.8999999999999773,0.00998645168764533
169,-6.999999999999999,0.00998645168764533
